transformer,winding,v_reg,bandwidth,pt_ratio,ct_rating,r,x,bus,bus_node,delay,v_limit,max_tap_change,pt_phase,remote_pt_ratio
t2,2,122,3,63.50852961,300,0,0,,,30,0,16,1,63.50852961
