name,enabled,n_phases,n_conds,base_freq,terminal1,terminal2,base_kv,per_unit,angle,src_frequency,z_spec_type,mva_sc3,mva_sc1,i_sc3,i_sc1,r1,x1,r2,x2,r0,x0,x1r1,x0r0,scan_type,sequence_type,spectrum
source,true,3,3,60,trans_equiv,,69,1,0,60,z1_z0,606.0893200551175,471.5399103363408,5071.388870822889,3945.5607850193969,0.806263,7.813791,0.806263,7.813791,0.916307,14.55679,4,3,positive,positive,defaultvsource
